"RUBRO","SUBRUBRO","MARCA","Rubro","Subrubro",,"Orden","Codigo","Nombre","Precio","Unidad por bulto fact.","Texto",
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",34,1991,"BARRA PLANCHUELA  2X   1/8                        ","91.25","8.5","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",35,1977,"BARRA PLANCHUELA  2X   3/16                       ","110.85",12,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",36,1981,"BARRA PLANCHUELA  2X  1/4                         ","147.77",16,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",37,8576,"BARRA PLANCHUELA  2X  5/16                        ","179.17","19.4","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",38,8577,"BARRA PLANCHUELA  2X 3/8                          ","201.52",22,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",40,25392,"BARRA PLANCHUELA  2X1/2                           ","283.96",31,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",42,19063,"BARRA PLANCHUELA  2X3/4                           ","436.64","46.32","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",44,13398,"BARRA PLANCHUELA 2 1/4X1/4                        ","165.12","17.6","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",45,18871,"BARRA PLANCHUELA 2 1\2X   1/8                     ","109.29","10.5","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",46,11135,"BARRA PLANCHUELA 2 1\2X   3/16                    ","143.77",15,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",47,4660,"BARRA PLANCHUELA 2 1\2X  1/4                      ","186.64",20,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",48,4662,"BARRA PLANCHUELA 2 1\2X  5/16                     ","223.97",24,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",49,21555,"BARRA PLANCHUELA 2 1\2X 3/8                       ","273.43","29.3","KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",50,6035,"BARRA PLANCHUELA 2 1\2X1/2                        ","365.63","39.18","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",53,11136,"BARRA PLANCHUELA 3X    3/16                       ","175.97","18.36","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",54,4661,"BARRA PLANCHUELA 3X   1/4                         ","230.5","24.7","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",55,4663,"BARRA PLANCHUELA 3X   5/16                        ","275.29","29.5","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",56,4132,"BARRA PLANCHUELA 3X  3/8                          ","328.48","35.2","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",57,11018,"BARRA PLANCHUELA 3X 1/2                           ","433.26",46,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",58,5854,"BARRA PLANCHUELA 3X 5/8                           ","537.31",57,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",59,5855,"BARRA PLANCHUELA 3X1  (7.43 M)                    ","1209.94",116,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",61,24477,"BARRA PLANCHUELA 4X    3/16                       ","349.34","27.8","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",62,18870,"BARRA PLANCHUELA 4X   1/4                         ","395.44","34.09","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",63,21556,"BARRA PLANCHUELA 4X   5/16                        ","444.08",43,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",64,15326,"BARRA PLANCHUELA 4X  3/8                          ","598.99",58,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",65,18955,"BARRA PLANCHUELA 4X 1/2                           ","722.92",70,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",66,5856,"BARRA PLANCHUELA 4X 5/8                           ","908.81",88,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",67,5857,"BARRA PLANCHUELA 4X1                              ","1701.61",160,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",69,13328,"BARRA PLANCHUELA 5X  3/8                          ","691.92",67,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",71,26414,"BARRA PLANCHUELA 5X 1/2 (6.86 MTS)                ","991.41",96,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",72,5858,"BARRA PLANCHUELA 5X 5/8 (7.00 MTS)                ","1166.99",113,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",74,13772,"KG HIERRO PLANCHUELA      1/2X  1/8               ","12.54",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",75,13781,"KG HIERRO PLANCHUELA      1/2X  3/16              ","11.39",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",76,13791,"KG HIERRO PLANCHUELA      1/2X1/4                 ","11.07",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",77,13797,"KG HIERRO PLANCHUELA      5/8X  1/8               ","11.73",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",78,13782,"KG HIERRO PLANCHUELA      5/8X3/16                ","10.86",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",79,21557,"KG HIERRO PLANCHUELA      5/8X1/4                 ","10.57",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",80,13798,"KG HIERRO PLANCHUELA     3/4X  1/8                ","11.5",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",81,13783,"KG HIERRO PLANCHUELA     3/4X  3/16               ","9.21",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",82,6364,"KG HIERRO PLANCHUELA     3/4X 1/4                 ","9.65",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",83,13787,"KG HIERRO PLANCHUELA     3/4X5/16                 ","9.42",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",84,13799,"KG HIERRO PLANCHUELA     7/8X 1/8                 ","10.96",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",85,13784,"KG HIERRO PLANCHUELA     7/8X 3/16                ","9.59",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",86,21558,"KG HIERRO PLANCHUELA     7/8X1/4                  ","9.32",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",87,13776,"KG HIERRO PLANCHUELA   1X   1/8                   ","9.91",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",88,13802,"KG HIERRO PLANCHUELA   1X   3/16                  ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",89,13807,"KG HIERRO PLANCHUELA   1X  1/4                    ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",90,13811,"KG HIERRO PLANCHUELA   1X  5/16                   ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",91,21559,"KG HIERRO PLANCHUELA   1X 3/8                     ","9.42",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",92,13777,"KG HIERRO PLANCHUELA  1 1/4X    1/8               ","10.17",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",93,13804,"KG HIERRO PLANCHUELA  1 1/4X    3/16              ","8.85",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",94,13808,"KG HIERRO PLANCHUELA  1 1/4X   1/4                ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",95,13809,"KG HIERRO PLANCHUELA  1 1/4X   5/16               ","9.42",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",96,13800,"KG HIERRO PLANCHUELA  1 1/4X  3/8                 ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",97,13778,"KG HIERRO PLANCHUELA  1 1\2X    1/8               ","10.17",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",98,13805,"KG HIERRO PLANCHUELA  1 1\2X    3/16              ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",99,13810,"KG HIERRO PLANCHUELA  1 1\2X   1/4                ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",100,13812,"KG HIERRO PLANCHUELA  1 1\2X   5/16               ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",101,13801,"KG HIERRO PLANCHUELA  1 1\2X  3/8                 ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",102,11656,"KG HIERRO PLANCHUELA  1 3/4X     1/8              ","10.84",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",103,16827,"KG HIERRO PLANCHUELA  1 3/4X     3/16             ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",104,13442,"KG HIERRO PLANCHUELA  1 3/4 X  1/4                ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",105,22812,"KG HIERRO PLANCHUELA  1 3/4 X  5/16               ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",106,22811,"KG HIERRO PLANCHUELA  1 3/4 X 3/8                 ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",107,13779,"KG HIERRO PLANCHUELA  2X    1/8                   ","10.74",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",108,13806,"KG HIERRO PLANCHUELA  2X    3/16                  ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",109,13813,"KG HIERRO PLANCHUELA  2X   1/4                    ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",110,13785,"KG HIERRO PLANCHUELA  2X   5/16                   ","9.24",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",111,13786,"KG HIERRO PLANCHUELA  2X  3/8                     ","9.16",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",112,13803,"KG HIERRO PLANCHUELA  2X 1/2                      ","9.16",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",113,19064,"KG HIERRO PLANCHUELA  2X 3/4                      ","9.43",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",115,18873,"KG HIERRO PLANCHUELA 2 1\2X    1/8                ","10.41",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",116,13788,"KG HIERRO PLANCHUELA 2 1\2X    3/16               ","9.58",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",117,13815,"KG HIERRO PLANCHUELA 2 1\2X   1/4                 ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",118,13817,"KG HIERRO PLANCHUELA 2 1\2X   5/16                ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",119,21560,"KG HIERRO PLANCHUELA 2 1\2X  3/8                  ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",120,11657,"KG HIERRO PLANCHUELA 2 1\2X1/2                    ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",121,13396,"KG HIERRO PLANCHUELA 2 1/4X1/4                    ","9.38",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",123,13789,"KG HIERRO PLANCHUELA 3X     3/16                  ","9.58",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",124,13816,"KG HIERRO PLANCHUELA 3X    1/4                    ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",125,13818,"KG HIERRO PLANCHUELA 3X    5/16                   ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",126,13819,"KG HIERRO PLANCHUELA 3X   3/8                     ","9.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",127,13820,"KG HIERRO PLANCHUELA 3X 1/2                       ","9.42",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",128,22814,"KG HIERRO PLANCHUELA 3X 5/8                       ","9.43",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",129,22813,"KG HIERRO PLANCHUELA 3X1                          ","10.43",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",131,13790,"KG HIERRO PLANCHUELA 4X    3/16                   ","12.57",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",132,18872,"KG HIERRO PLANCHUELA 4X   1/4                     ","11.6",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",133,21561,"KG HIERRO PLANCHUELA 4X   5/16                    ","10.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",134,15325,"KG HIERRO PLANCHUELA 4X  3/8                      ","10.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",135,18956,"KG HIERRO PLANCHUELA 4X 1/2                       ","10.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",136,22817,"KG HIERRO PLANCHUELA 4X 5/8                       ","10.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",137,22815,"KG HIERRO PLANCHUELA 4X1                          ","10.64",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",139,13326,"KG HIERRO PLANCHUELA 5X 3/8                       ","10.43",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",140,22818,"KG HIERRO PLANCHUELA 5X 5/8                       ","10.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA            ","ACINDAR",1,1745,"1.1745",141,6036,"KG HIERRO PLANCHUELA 5X1/2                        ","10.33",1,"KGR",1
"METALURGIA, ACINDAR           ","ACINDAR - CORTES DE PLANCHUELA","ACINDAR",1,2321,"1.2321",1,26842,"BARRA PLANCHUELA 1 X 3/16 DE ' 1.50 MTS'          ","19.36",1,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR - CORTES DE PLANCHUELA","ACINDAR",1,2321,"1.2321",2,26843,"BARRA PLANCHUELA 1 X 3/16 DE ' 2.00 MTS'          ","25.82",1,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",25,18671,"BARRA PLANCHUELA PUNZ  1 X 3/16 P/CUAD 1/2        ","61.98",6,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",30,11185,"BARRA PLANCHUELA PUNZ 1 1/4X3/16 P/CUAD 1/2       ","78.51","7.6","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",40,11186,"BARRA PLANCHUELA PUNZ 1 1/4X3/16 P/RED 1/2        ","78.51","7.6","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",50,18879,"BARRA PLANCHUELA PUNZ 1 1/4X3/16 ROMBO 1/2        ","78.51","7.6","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",60,18880,"BARRA PLANCHUELA PUNZ 1 1/4X3/16 RED 1/2-RED 3/8  ","82.54","7.6","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",70,18881,"BARRA PLANCHUELA PUNZ 1 1/4X3/16 CUA 1/2-CUA 3/8  ","82.54","7.6","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",80,15933,"BARRA PLANCHUELA PUNZ 1 1\2X3/16 P/CUAD 5/8       ","95.04","9.2","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-PLANCHUELA PUNZADA    ","ACINDAR",1,762,"1.0762",90,15934,"BARRA PLANCHUELA PUNZ 1 1\2X3/16 P/RED 5/8        ","95.04","9.2","UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",1,1353,"METRO HIERRO IPN 12         ( 12.00)              ","160.65",0,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",2,1355,"METRO HIERRO IPN 14         ( 14.90)              ","199.41",0,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",3,733,"METRO HIERRO IPN 16         ( 18.40)              ","246.18",0,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",4,15024,"METRO HIERRO IPN 18         ( 21.90)              ","312.72","21.92","MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",5,784,"METRO HIERRO IPN 20         ( 27.00)              ","416.29",1,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",6,11159,"METRO HIERRO IPN 24         ( 37.00)              ","584.41",37,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",7,15026,"METRO HIERRO IPN 26         ( 42.00)              ","663.36",1,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",8,11160,"METRO HIERRO IPN 30         ( 55.00)              ","882.21",55,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",10,25320,"METRO HIERRO UPN 14         ( 16.40)              ","224.69","16.4","KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",11,9630,"METRO HIERRO UPN 16         ( 19.00)              ","260.31",19,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",12,9869,"METRO HIERRO UPN 20         ( 26.00)              ","401.11",26,"MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",13,15028,"METRO HIERRO UPN 22         ( 29.50)              ","464.69","29.42","MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",14,12199,"METRO HIERRO UPN 24         ( 33.75)              ","533.08","33.75","MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",15,15029,"METRO HIERRO UPN 26         ( 38.00)              ","598.94","37.92","MTL",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",17,25321,"METRO HIERRO UPN 30         ( 46.50)              ","745.87","46.5","KGR",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",18,5138,"BARRA HIERRO IPN 12 (12 MTS)(137)                 ","1571.85",137,"UNI",1
"METALURGIA, ACINDAR           ","ACINDAR-HIERRO IPN/UPN IMP.   ","ACINDAR",1,91,"1.0091",19,5139,"BARRA HIERRO IPN 14 (12 MTS)(178)                 ","2042.25",178,"UNI",1
